EntidadWifi,NombreEntidad,same_as_wikidata_nombre_entidad,HORARIO,EQUIPAMIENTO,TRANSPORTE_1,Linea_1,TRANSPORTE_2,Linea_2,ACCESIBILIDAD,CONTENT-URL,VIA,same_as_wikidata_via,TIPO-NUM,NUM,CIUDAD,same_as_wikidata_ciudad,PROVINCIA,same_as_wikidata_provincia,CODIGO-POSTAL,COD-BARRIO,BARRIO,same_as_wikidata_barrio,COD-DISTRITO,DISTRITO,same_as_wikidata_distrito,COORDENADA-X,COORDENADA-Y,LATITUD,LONGITUD,TELEFONO,EMAIL,TipoEntidadWifi
11741,Centro_Municipal_de_Mayores_La_Guindalera,,"De lunes a viernes, de 9 a 21 horas (invierno) y de 9 a 20 horas (verano). Fines de semana y festivos de 10 a 14 horas y de 16 a 21 horas. Cerrado los días 24, 25 y 31 de diciembre y 1 y 6 de enero, así como Jueves y Viernes Santo.","Servicio de animación sociocultural, prensa, comedor y cafetería, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado.",Metro_de_Madrid,4_5_6,Bus__Madrid,43_48_1,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=373b79262ef5d010VgnVCM1000000b205a0aRCRD,CALLE_DEL_PILAR_DE_ZARAGOZA,https://wikidata.org/entity/Q118608816,V,28,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28028,4,LA_GUINDALERA,https://wikidata.org/entity/Q3814559,4,SALAMANCA,https://wikidata.org/entity/Q1773521,443239,4476095,40.43356736283948,-3.66920246564141,917130701,,"CentrosAtencionSocialMayores-CentrosMayores"
11742,Centro_Municipal_de_Mayores_La_Vaguada,,Lunes a viernes: de 9 a 21 horas  Fines de semana y festivos: de 9:30 a 20:30 horas,"Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, fisioterapia preventiva, y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.",Metro_de_Madrid,,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a28066051361c010VgnVCM1000000b205a0aRCRD,AVENIDA_DE_MONFORTE_DE_LEMOS_MADRID,https://wikidata.org/entity/Q52683954,V,38,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28029,4,EL_PILAR,https://wikidata.org/entity/Q3773964,8,FUENCARRALEL_PARDO,https://wikidata.org/entity/Q656196,439894,4481167,40.47901843755158,-3.7091212669177596,915885184,,"CentrosAtencionSocialMayores-CentrosMayores"
133983,Centro_Municipal_de_Mayores_Leneros,,"Lunes a domingo, de 9 a 21 horas","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, nuevas tecnologías (informática, Internet y manejo de móviles), deportivas y preventivas y de autocuidado. Programa de voluntariado. Señalética con sistema braille.",Bus_Madrid,4_4_1_2_7,Metro__de_Madrid,7,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=85e515a11a81c010VgnVCM1000000b205a0aRCRD,CALLE_DE_LENEROS,,V,25,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28039,1,BELLAS_VISTAS,https://wikidata.org/entity/Q11908929,6,TETUAN,https://wikidata.org/entity/Q1773540,439857,4478389,40.453994535629725,-3.7092929507527352,913119228,,"CentrosAtencionSocialMayores-CentrosMayores"
108513,Centro_Municipal_de_Mayores_Lucero,,"Lunes a viernes, de 9 a 20:30 horas Fines de semana y festivos, de 10 a 13:45 horas y de 16 a 19:45 horas","Animación sociocultural a traves de programas socioculturales, ocupacionales y formativos (actividades físicas, culturales, artísticas, tecnólogicas, excursiones, visitas culturales, recreativas y de ocio); talleres, actividades preventivas y de autocuidado; podología; peluquería; Ccmedor y cafetería; biblioteca, sala de lectura y prensa diaria.  Zona wifi.",Metro_de_Madrid,,Bus__Madrid,138,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=db0615a11a81c010VgnVCM1000000b205a0aRCRD,CALLE_DE_CASTROSERNA,,V,4,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28047,3,LUCERO,https://wikidata.org/entity/Q31162,10,LATINA,https://wikidata.org/entity/Q794954,436429,4472619,40.40175670692294,-3.749146943988855,915267870,,"CentrosAtencionSocialMayores-CentrosMayores"
20241,Centro_Municipal_de_Mayores_Luis_Vives,,"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, peluquería, prensa, zona Wifi, voluntariado y se desarrollan talleres y actividades culturales, manuales, artísticas, tecnológicas, deportivas y preventivas de autocuidado.",Metro_de_Madrid,7,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=3132e35bba51c010VgnVCM2000000c205a0aRCRD,CALLE_DE_LOS_HERMANOS_GARCIA_NOBLEJAS_MADRID,https://wikidata.org/entity/Q5740959,V,160,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28037,2,PUEBLO_NUEVO,https://wikidata.org/entity/Q71753,15,CIUDAD_LINEAL,https://wikidata.org/entity/Q1763694,446677,4475004,40.42396009441367,-3.6285825877315347,914402370,,"CentrosAtencionSocialMayores-CentrosMayores"
122369,Centro_Municipal_de_Mayores_Maestro_Alonso,,"De lunes a viernes, 9 a 21 horas.  Cerrado sábados y festivos.","Servicio de animación sociocultural y prensa, y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado.",Metro_de_Madrid,,Bus__Madrid,12_21_53_106_110_146_210_38,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd5b79262ef5d010VgnVCM1000000b205a0aRCRD,CALLE_DEL_MAESTRO_ALONSO_MADRID,https://wikidata.org/entity/Q29914631,V,6,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28028,3,FUENTE_DEL_BERRO,https://wikidata.org/entity/Q3814564,4,SALAMANCA,https://wikidata.org/entity/Q1773521,443605,4475629,40.4293927571053,-3.664846244443566,913560807,mayoressalamanca@jcmadrid.com,"CentrosAtencionSocialMayores-CentrosMayores"
11758,Centro_Municipal_de_Mayores_Maria_Zambrano,,"Lunes a domingos y festivos, de 9 a 21 horas. Cerrado el 25 de diciembre y 1 y 25 enero.","Se ofrecen servicios de dinamización y servicio de prevención de la dependencia con actividades de terapia ocupacional y físico deportivas, podología, biblioteca, cafetería y comedor, aula de informática y talleres de nuevas tecnologías, actividades lúdicas, intergeneracionales, artísticas, manuales y culturales, juegos de mesa, excursiones y viajes. Zona wifi.",Bus_Madrid,5_9_7_9,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=adabae7cb2e4f010VgnVCM1000000b205a0aRCRD,PLAZA_DE_PINAZO,,V,1,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28021,2,SAN_CRISTOBAL,https://wikidata.org/entity/Q390457,17,VILLAVERDE,https://wikidata.org/entity/Q919536,441317,4466094,40.3433403501017,-3.6909464406045163,917100411,,"CentrosAtencionSocialMayores-CentrosMayores"
11710,Centro_Municipal_de_Mayores_Nicanor_Barroso,,"Lunes a viernes, de 9 a 20 horas. Fines de semana y festivos, de 10 a 19 horas.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, fisioterapia preventiva. Se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas, salidas y visitas culturales. Apoyo psicosocial, talleres de apoyo a la soledad no deseada, talleres de memoria preventivos (incompatibles con cualquier tipo de deterioro cognitivo) y gerontogimnasia, para personas con movilidad reducida (tras valoración previa).",Bus_Madrid,8_6_3,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=324166051361c010VgnVCM1000000b205a0aRCRD,CALLE_DE_ENCOMIENDA_DE_PALACIOS,,V,190,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28030,5,FONTARRON,https://wikidata.org/entity/Q10283284,14,MORATALAZ,https://wikidata.org/entity/Q2076109,445516,4472229,40.398887951351846,-3.642025108739988,917722684,,"CentrosAtencionSocialMayores-CentrosMayores"
113094,Centro_Municipal_de_Mayores_Nuestra_Senora_del_Carmen,,"Lunes a viernes, de 9 a 20:30 horas.  Sábados, domingos y festivos, de 10 a 14 y de 16 a 20:30 horas.  Cierra los días 24, 25, 31 de diciembre y el 1 de enero.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.",Metro_de_Madrid,4,Bus__Madrid,73_120_122,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6be8899fc81c010VgnVCM1000000b205a0aRCRD,CALLE_DE_RAMON_POWER,,V,26,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28043,3,CANILLAS,https://wikidata.org/entity/Q9694341,16,HORTALEZA,https://wikidata.org/entity/Q1928529,446460,4479382,40.46337730558992,-3.631515434596136,917160354,,"CentrosAtencionSocialMayores-CentrosMayores"
4706191,Centro_Municipal_de_Mayores_Pablo_Casals,,"Lunes a domingo, de 9:30 a  20:30 horas. Horario junta directiva, lunes de 10 a 11:30 horas y miércoles de 11 a 13 horas.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, y se desarrollan talleres y actividades socioculturales, de expresión corporal, formativas, culturales,  artísticas y recreativas.",Metro_de_Madrid,7_7,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6eb2ba228f3c6110VgnVCM1000000b205a0aRCRD,CALLE_DE_POBLADURA_DEL_VALLE,,V,13,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28037,3,AMPOSTA,https://wikidata.org/entity/Q11905392,20,SAN_BLASCANILLEJAS,https://wikidata.org/entity/Q2001937,447403,4475213,40.425893873545704,-3.620043375246609,917609807,,"CentrosAtencionSocialMayores-CentrosMayores"
11708,Centro_Municipal_de_Mayores_Pablo_Neruda,,"Lunes a viernes, de 9 a 20 horas. Fines de semana y festivos, de 10 a 20 horas.","Servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado. Zona wifi.",Bus_Madrid,1_0_5_7_1_4_4,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=886166051361c010VgnVCM1000000b205a0aRCRD,CALLE_DE_GERARDO_DIEGO,,V,8,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28018,4,PALOMERAS_SURESTE,https://wikidata.org/entity/Q10343901,13,PUENTE_DE_VALLECAS,https://wikidata.org/entity/Q2003054,445307,4470714,40.385232075465986,-3.644368951945781,917791168,mayorespneruda@gmail.com,"CentrosAtencionSocialMayores-CentrosMayores"
4724726,Centro_Municipal_de_Mayores_Pamplona,,"Lunes a domingo, de 9 a 21 horas.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, nuevas tecnologías (informática, Internet y manejo de móviles), deportivas y preventivas y de autocuidado. Programa de voluntariado. Señalética con sistema braille.",Metro_de_Madrid,1,Bus__Madrid,64_126_128,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2937de75fd187110VgnVCM1000000b205a0aRCRD,CALLE_DE_PAMPLONA_MADRID,https://wikidata.org/entity/Q26820886,V,8,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28039,1,BELLAS_VISTAS,https://wikidata.org/entity/Q11908929,6,TETUAN,https://wikidata.org/entity/Q1773540,440250,4478391,40.45404034714549,-3.7046602500182977,913982396,,"CentrosAtencionSocialMayores-CentrosMayores"
11724,Centro_Municipal_de_Mayores_Pio_Baroja,,"De lunes a viernes, de 9 a 21 horas. Fines de semana y festivos, de 10 a 21 horas. Cerrado, 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, wifi. Se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado. Señalización braille en ascensores.",Metro_de_Madrid,6_9_9,,,2,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c10266051361c010VgnVCM1000000b205a0aRCRD,CALLE_DE_PIO_BAROJA,https://wikidata.org/entity/Q118724995,V,8,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28009,6,NINO_JESUS,https://wikidata.org/entity/Q3773746,3,RETIRO,https://wikidata.org/entity/Q2002296,442768,4473862,40.413417443948205,-3.6745551353834545,914097900,,"CentrosAtencionSocialMayores-CentrosMayores"
11712,Centro_Municipal_de_Mayores_Principe_de_Asturias,,"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, podología, prensa, cafetería y zona WIFI y voluntariado. Además, se desarrollan talleres y actividades culturales, manuales, artísticas, tecnológicas, deportivas y preventivas de autocuidado.",Metro_de_Madrid,5,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=182266051361c010VgnVCM1000000b205a0aRCRD,CALLE_DE_LOS_HERMANOS_GARCIA_NOBLEJAS_MADRID,https://wikidata.org/entity/Q5740959,V,14,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28037,2,PUEBLO_NUEVO,https://wikidata.org/entity/Q71753,15,CIUDAD_LINEAL,https://wikidata.org/entity/Q1763694,445948,4476395,40.43644651057092,-3.6372924261150033,915887591,,"CentrosAtencionSocialMayores-CentrosMayores"
11690,Centro_Municipal_de_Mayores_Prosperidad_Santa_Hortensia,,"De lunes a viernes, fines de semana y festivos, de 9 a 20 horas. Agosto: fines de semana cerrado.","Servicios: Animación sociocultural &amp;ndash; Podología &amp;ndash; Peluquería &amp;ndash; Cafetería y Comedor &amp;ndash; Prensa -Wifi  Actividades y Talleres: Físicas, culturales, formativas, tecnológicas, escénicas, psicosociales, plásticas, ambientales, visitas culturales, charlas informativas y salidas.",Bus_Madrid,7_2_4_3,Metro__de_Madrid,4,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6e4266051361c010VgnVCM1000000b205a0aRCRD,CALLE_DE_SANTA_HORTENSIA_MADRID,https://wikidata.org/entity/Q28943619,V,15,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28002,2,PROSPERIDAD,https://wikidata.org/entity/Q4776,5,CHAMARTIN,https://wikidata.org/entity/Q1766348,443252,4477337,40.4447567589916,-3.669168740467039,915106851,,"CentrosAtencionSocialMayores-CentrosMayores"
49541,Centro_Municipal_de_Mayores_San_Diego,,"Lunes a viernes, de 08:30 a 21 horas. Fines de semana y festivos: de 10 a 20 horas.","Servicios de animación sociocultural, podología, peluquería, prensa, comedor y cafetería, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades culturales y manuales, artísticas, tecnológicas o informáticas, deportivas y preventivas y de autocuidado. Zona wifi.",Bus_Madrid,1_0_3_3_1_0_5_7_1_1_1_1_4_4,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6cb4598d1351c010VgnVCM1000000b205a0aRCRD,CALLE_DE_JAVIER_DE_MIGUEL,,V,10,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28018,3,PALOMERAS_BAJAS,https://wikidata.org/entity/Q10343902,13,PUENTE_DE_VALLECAS,https://wikidata.org/entity/Q2003054,443678,4471110,40.3886888079207,-3.6635910190518923,917571941,centromayoressandiego@gmail.com,"CentrosAtencionSocialMayores-CentrosMayores"
11759,Centro_Municipal_de_Mayores_San_Juan_Bautista,,"Lunes a domingo, de 9 a 21 horas. Cerrado 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, zona Wifi, comedor y cafetería, fisioterapia preventiva y voluntariado. Además, se desarrollan talleres y actividades culturales, manuales, artísticas, tecnológicas, deportivas y preventivas de autocuidado.",Metro_de_Madrid,4,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=443366051361c010VgnVCM1000000b205a0aRCRD,CALLE_DE_BUESO_DE_PINEDA_MADRID,https://wikidata.org/entity/Q55942660,V,8,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28043,6,SAN_JUAN_BAUTISTA,https://wikidata.org/entity/Q165609,15,CIUDAD_LINEAL,https://wikidata.org/entity/Q1763694,444202,4478197,40.45256380296372,-3.658038721342496,914155829,,"CentrosAtencionSocialMayores-CentrosMayores"
122268,Centro_Municipal_de_Mayores_San_Vicente_de_Paul,,"Lunes a domingo, de 9 a 21 horas","Se ofrecen servicios de animación sociocultural, podología, peluquería, comedor y cafetería, prensa diaria y sala de lecturas, aula de informática y zona wifi &amp;ldquo;Madrid&amp;rdquo;. Se desarrollan talleres y actividades culturales y manuales, artísticas, de mantenimiento físico y preventivas ,de autocuidado, actividades formativas de educación digital básica e informática.",Metro_de_Madrid,6,Bus__Madrid,55_81_116_247_47_1_155,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=630f8899fc81c010VgnVCM1000000b205a0aRCRD,CALLE_DE_ANTONIA_LANCHA,,V,54,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28019,2,OPANEL,https://wikidata.org/entity/Q3813756,11,CARABANCHEL,https://wikidata.org/entity/Q1001991,438632,4470877,40.386234060213404,-3.723011419580998,915655633,,"CentrosAtencionSocialMayores-CentrosMayores"
11764,Centro_Municipal_de_Mayores_Santa_Engracia,,"Lunes a domingos y festivos, de 9 a 21 horas. Cerrado 25 diciembre, 1 y 6 enero.","Se ofrecen servicios de animación sociocultural, podología, peluquería, prensa, biblioteca, wifi, fisioterapia preventiva y se desarrollan talleres y actividades socioculturales, artísticas y recreativas.",Metro_de_Madrid,1,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9a5366051361c010VgnVCM1000000b205a0aRCRD,CALLE_DE_SANTA_ENGRACIA,https://wikidata.org/entity/Q26728109,V,116,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28003,5,RIOS_ROSAS,https://wikidata.org/entity/Q10366270,7,CHAMBERI,https://wikidata.org/entity/Q1763370,440572,4476829,40.439994676265194,-3.7007205182445757,913992940,,"CentrosAtencionSocialMayores-CentrosMayores"
31019,Centro_Municipal_de_Mayores_Teresa_de_Calcuta,,"Lunes a viernes, de 9 a 20:45 horas. Sábados, de 10 a 14 y de 16 a 20:45 horas. Domingos y festivos, de 10:15 a 13:45 y de 16:15 a 19:45 horas. Julio y agosto:, de lunes  a viernes, de 9 a 20:45 horas. Sábados, domingos y festivos, de 10:15 a 13:45 horas. Los días 24 y 31 de diciembre, de 10 a 13 horas. Cerrado 25 diciembre y 1 enero.","El centro ofrece de talleres manuales, culturales y de ejercicio físico, actividades culturales (jornadas, conferencias, visitas a museos, exposiciones, teatro), actividades de ocio (bailes, fiestas) y actividades intergeneracioneles (proyecto Alas para abordar situaciones de soledad no deseada9.",Bus_Madrid,1_1_2_1_1_4_1_1_5_1_6_6_1_5_1_1_0_1,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0c07b3e42751c010VgnVCM2000000c205a0aRCRD,PLAZA_DE_NAVIO,,V,4,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28042,1,ALAMEDA_DE_OSUNA,https://wikidata.org/entity/Q760737,21,BARAJAS,https://wikidata.org/entity/Q807230,450174,4478461,40.455320740232835,-3.5876301858469386,913295920,,"CentrosAtencionSocialMayores-CentrosMayores"
29184,Centro_Municipal_de_Mayores_Villa_de_Vallecas,,"Lunes a domingo, de 9 a 21 horas . Cerrado 25 diciembre y 1 enero.","Se ofrecen servicios de animación sociocultural, orientación jurídica, estimulación cognitiva y bienestar psicológico, podología, peluquería, comedor y cafetería, biblioteca y sala de lectura, préstamo de prensa y juegos de mesa y voluntariado. Se desarrollan talleres culturales y manuales, artísticos, tecnológicos, de hábitos saludables y de ejercicio físico y baile. Se realizan viajes, visitas, excursiones y salidas culturales y de ocio. Celebración de fiestas según calendario y baile semanal. Zona wifi.",Metro_de_Madrid,1,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5237b3e42751c010VgnVCM2000000c205a0aRCRD,CALLE_DE_PICO_MAMPODRE,,V,6,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28031,1,CASCO_HVALLECAS,,18,VILLA_DE_VALLECAS,https://wikidata.org/entity/Q1947988,447264,4469823,40.3773278576296,-3.6212336061911388,913328757,,"CentrosAtencionSocialMayores-CentrosMayores"
4568753,Centro_Social_Polivalente_de_Vicalvaro,,Consultar,"Sede del Consejo Territorial del distrito Sede de la Mesa de Infancia y Adolescencia Sede de la Mesa de Diálogo y la Convivencia Punto de Agente de Igualdad Sede del conjunto de actividades de Participación Ciudadana.  Dispone de 3 salas de reuniones, 13 despachos y 1 sala de exposición Wifi",Bus_Madrid,1_0_0_1_3_0,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=59c6ca957d152110VgnVCM1000000b205a0aRCRD,AVENIDA_REAL_DE_PINTO,https://wikidata.org/entity/Q5714023,V,12,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28032,1,CASCO_HVICALVARO,,19,VICALVARO,https://wikidata.org/entity/Q589403,448490,4472608,40.40249219663602,-3.6070177881676537,917602468,,"CentrosCulturales"
56495,Centro_Sociocultural__Siena,,"De lunes a jueves, de 9 a 15 horas. Viernes, de 9 a 14 horas.   Julio y San Isidro, de lunes a viernes, de 9 a 14 horas.   Agosto cerrado.   Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Sala de lectura y estudio 3 aulas Zona wifi,Metro_de_Madrid,5,,,0,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1114c2c6e051c010VgnVCM2000000c205a0aRCRD,CALLE_DE_SIENA,,V,52,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28027,3,QUINTANA,https://wikidata.org/entity/Q71810,15,CIUDAD_LINEAL,https://wikidata.org/entity/Q1763694,444709,4476040,40.433168908505294,-3.651871341017642,914039011,cscsiena@madrid.es,"CentrosCulturales"
1996,Centro_Sociocultural_Agata,https://wikidata.org/entity/Q110749181,"El horario del Centro Sociocultural Ágata es: de lunes a viernes de 8:30 a 21:30 horas ininterrumpidamente y los sábados de 9:30 a 13:30 horas.   Horario de secretaría:   Horario de mañana, de lunes a viernes de 9:00  a 13:30 h.  Horario de tarde,  lunes, miércoles y jueves de 17:00 a 19:30 h.  Durante el mes de  julio y Navidad el horario de secretaría será  de 9:00 a 14:00 horas.    Teléfonos:    Teléfono del Centro Sociocultural: 91 710 93 00. Teléfono de Secretaría: 91 710 92 00.",Sala de exposiciones Sala de lectura y estudio Salón de actos / auditorio (aforo): 94 butacas y 2 espacios reservados/as para personas con movilidad reducida (silla de ruedas) 11 aulas Cafetería Zona wifi Ascensor Aseo adaptado Cambiador de bebé en la 1&amp;ordf; planta.,Metro_de_Madrid,3,Cercanias__Renfe,4_5,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d9743d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE_DE_DOCTOR_MARTIN_AREVALO,,V,2,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28021,1,VILLAVERDE_ALTO_CH,,17,VILLAVERDE,https://wikidata.org/entity/Q919536,439827,4466442,40.346369432374594,-3.7085146991266473,917109300,ccagata@madrid.es,"CentrosCulturales"
1936,Centro_Sociocultural_Alberto_Sanchez,,"Atención al público: lunes a viernes, de 9 a 13:45 y de 17 a 18:45 horas. Julio, de lunes a viernes de 9 a 14 horas. Agosto cerrado.  Fuera de este horario el centro permanecerá abierto durante la celebración de las actividades que se programen.",Salón de actos / auditorio (Aforo salón de actos: 80 personas / aforo auditorio al aire libre: 200 personas aforo patio interior:150 personas) Salas de ensayo 7 aulas Zona wifi,Metro_de_Madrid,1_1,,,1,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD,CALLE_DE_RISCO_DE_PELOCHE,,V,14,MADRID,http://wikidata.org/entity/Q2807,MADRID_PROVINCE,http://wikidata.org/entity/Q24004405,28038,6,NUMANCIA,https://wikidata.org/entity/Q10338144,13,PUENTE_DE_VALLECAS,https://wikidata.org/entity/Q2003054,444360,4471652,40.393619022093546,-3.6556016835101834,917570320,cscalbertosanchez@madrid.es,"CentrosCulturales"
